BATCH_ID                                                                                                                          TXNS  SIGNER                                                            
26f0f5466e98da3df91399098012e6967a303dd1ea901985aa604f97360b46262c1b1beb383be29647b950c2a3a024de28b36fdb64b25f134feb8594f620da98  1000  035bd1c4c3057d3cf6e3c9bfcce768a84b815103c8ff7e3ad23bb3442fab1ee8aa
a4cf77b9659b953aa5641727089957106a7e0aa403c934d62dd1608822c7c3a47bf45bea2b247b12828de5127cef0a0fda8b225a7b18734aedc56536f4ccf6b4  1000  035bd1c4c3057d3cf6e3c9bfcce768a84b815103c8ff7e3ad23bb3442fab1ee8aa
0deea2c8b2f14ca219c793cda6601517b3ef17e0d1160e5d22d0bc5aac16ee54013514b0eca92c0bcf202564709572985e7981c2830cb524ae8a38cf630d42a5  1000  035bd1c4c3057d3cf6e3c9bfcce768a84b815103c8ff7e3ad23bb3442fab1ee8aa
27c8b1fa1c19ebc23aaf427ab5f772e33ec27f85685f13958e26e58a55ae741c792c82b80062da6faae942691336b5d69143d945c394f727d43c324ed48f2b8e  1000  035bd1c4c3057d3cf6e3c9bfcce768a84b815103c8ff7e3ad23bb3442fab1ee8aa
96597e1c53f845484fea374103194b30d62aba2cf005ecd4a31299195532bd2332a50c33d25e8b89c204ad833fef4b3d34e6547d382942b0c98e7c18ccb556a4  1000  035bd1c4c3057d3cf6e3c9bfcce768a84b815103c8ff7e3ad23bb3442fab1ee8aa
fff4b81b0634d1eb9d6a0b4b84805e78d28d29a45b95738243bd39244fca387b7861720df4a6a773f6568172f1c2aa56745865684fa590bbc3bf9ef3e52f0ca6  1000  035bd1c4c3057d3cf6e3c9bfcce768a84b815103c8ff7e3ad23bb3442fab1ee8aa
557ab9f3f0600e24ffb03602aee1a71e2253fd694eb875792e301b97f245bc0d1f485fbd2688207f1cc1bb1b48433e45e7f43889fbe9ec0d0669dff6228d5c9e  1000  035bd1c4c3057d3cf6e3c9bfcce768a84b815103c8ff7e3ad23bb3442fab1ee8aa
674c0b165b1caba7ee41c835a38a83b65551dae9f94a4049317633c929a3c4ed7a8cbe7c550f06f58b713a6a0cf35a3a5b05c5812910c72336e6a3105104c300  1000  035bd1c4c3057d3cf6e3c9bfcce768a84b815103c8ff7e3ad23bb3442fab1ee8aa
31fa109001c939c6712182caa29a9833ab4afb9aa9d8317fd8860283d8181022239478b326b9d303358682449775119c95340759fc91f2cdc2a62e71839ded65  1000  035bd1c4c3057d3cf6e3c9bfcce768a84b815103c8ff7e3ad23bb3442fab1ee8aa
348640e1181a33d99db5c147060deae23d4ca31dae6f6ef106922da01d0e741445a916e92db6cca7cc00608514658b7fd2d60bfae36c9008d705e0be48fecfeb  1000  035bd1c4c3057d3cf6e3c9bfcce768a84b815103c8ff7e3ad23bb3442fab1ee8aa
ffca5d2c2ba079e2dc97684104a4d27b7b9097082271598dc51332e08d71e5f24ad7d82da26cd7c911d0586de781f5001c1856696bd15411238e4fabae7d42e9  1000  035bd1c4c3057d3cf6e3c9bfcce768a84b815103c8ff7e3ad23bb3442fab1ee8aa
51383f3a136618cdb371363b119dd80e90d2e1ec38ecef80517703141f1599714bba5445bc113a88cee2a1f6051c976a515153de59f3af6788b5da6247a78b62  500   035bd1c4c3057d3cf6e3c9bfcce768a84b815103c8ff7e3ad23bb3442fab1ee8aa
e218a75ff5af4a14c6def4def68116ab7d16c7ee61e45bd875c6392734275e887f27798827cdaab9c05c545285acde672e4e5139293348a05e45510eb029c1e6  200   035bd1c4c3057d3cf6e3c9bfcce768a84b815103c8ff7e3ad23bb3442fab1ee8aa
f3f7e6e54c6dcadbc59de6a1c0e9327a8acc134b96c2402fa330f7d7d7ed52043cfaa81f509b9957d44832eaa39436a7fb205a2db9699e24488a13233aa7288b  250   035bd1c4c3057d3cf6e3c9bfcce768a84b815103c8ff7e3ad23bb3442fab1ee8aa
a40cef6d53b700d65ae8413dc6a28f6012e13cb3d877a1441acfe8770174540f74ffb72fff7c2e9f4e9c1b03f78a7b14252f97938773784a8e8f9becb3f3906e  1000  035bd1c4c3057d3cf6e3c9bfcce768a84b815103c8ff7e3ad23bb3442fab1ee8aa
46819527ccc3ff51f05e74b44c36bd9b4bd5d1fd1663ff66ba43cbffc36438fb068464d07fcf8d9e6311c171aa129de8fcab16a40c3bfdc08ca23601f8666d51  1000  035bd1c4c3057d3cf6e3c9bfcce768a84b815103c8ff7e3ad23bb3442fab1ee8aa
6f7f5431a033787b2281ade892e3d1f79cc05e03673881f0c0d39a152698dbee0bdc2faf553e5a6ea4e0cd32da3ad97faf4a85514037f885bbf0468c28eb5979  1000  035bd1c4c3057d3cf6e3c9bfcce768a84b815103c8ff7e3ad23bb3442fab1ee8aa
a67cf70094f385f299916aea1551a0e52ace1ecd78cb2546e10368d546b3f20155be7cdce69ffb8aaa2695390f28beedb7264ec0644fe0ab5c00445b8c53cda8  1000  035bd1c4c3057d3cf6e3c9bfcce768a84b815103c8ff7e3ad23bb3442fab1ee8aa
ad5391321c646be27225f18f64e1394b0deee195123992d6421d4abf38e852e43b9a14e0d9fb208465e39785643de8e911529cf33f8b524f2341f84e626a06e9  1000  035bd1c4c3057d3cf6e3c9bfcce768a84b815103c8ff7e3ad23bb3442fab1ee8aa
741f7ef2d5a35389b1a5c9537f3a329c2fa9ac12fb7a24d60ad0dd4b8b134f7c331b1ed1d7a78602f67d0c6753d24691099746209f891e8c8358711aba1ad29a  1000  035bd1c4c3057d3cf6e3c9bfcce768a84b815103c8ff7e3ad23bb3442fab1ee8aa
d997cde0def951f585c66e927a5bebdd79d057e25cb28c0f37fdfeec9b792f2a0eda1b7ee6d3c1b012217b751fcba11fdb30d25e886885a880a3b1a64093402f  1000  035bd1c4c3057d3cf6e3c9bfcce768a84b815103c8ff7e3ad23bb3442fab1ee8aa
418625cf408088a5c6ace8bc059eafd8f6a06b201c3171edf0c6cb606e06082142e59aa43f259672640137394528b3aa5bd686d8868da7768dff9aa8bc0b891d  1000  035bd1c4c3057d3cf6e3c9bfcce768a84b815103c8ff7e3ad23bb3442fab1ee8aa
ea2581b64f54081b61ed950cc86c3ddb5f729c9e18c20f2052b92eff439e43f0395251f72ad3be83933b1c0b10d8d8b394cb165190182cd147295f2fd2e338c8  1000  035bd1c4c3057d3cf6e3c9bfcce768a84b815103c8ff7e3ad23bb3442fab1ee8aa
a22945f775bcc0a05f5e75f97abb7d9b9a2799f2fd2eddb621c3676ee9e3170f61e9aadc0ab9b6245f2fed7b91a279bbc3dc09d4d65e599040f497ec1e4cabad  40    035bd1c4c3057d3cf6e3c9bfcce768a84b815103c8ff7e3ad23bb3442fab1ee8aa
d972a39a5c18237bb2f952457569c7849dcf394ce1d8c21d8bfc3f82befc37d0571285578c40af31eb02c965d8118009c388218024317ab4c79d8fac6031894b  1000  035bd1c4c3057d3cf6e3c9bfcce768a84b815103c8ff7e3ad23bb3442fab1ee8aa
6a4d93c588991aa006f864ff80202d51037d4d310506e4f7224c416322730541139a585d7fd446d9bf625d0a0b8b607984c53fb3aa4ab3cf23505f0553a75021  20    035bd1c4c3057d3cf6e3c9bfcce768a84b815103c8ff7e3ad23bb3442fab1ee8aa
64e8af33299683972d9ce06eab56d7ec24125d801590419f6773971e633614f44ffc35497fa28139ba3f01654017ed9c2ca32849ed2be807d4075d76237dde0e  1000  035bd1c4c3057d3cf6e3c9bfcce768a84b815103c8ff7e3ad23bb3442fab1ee8aa
0d0953de9396e89d28e9a7c4365164c252b09f46695b8ede54491a4ae5c538f76560466480b47909def70a2a3830641d58c0eb70ba26b13f1abdf4f9d9210439  1000  035bd1c4c3057d3cf6e3c9bfcce768a84b815103c8ff7e3ad23bb3442fab1ee8aa
b5a7e3708029d42fd7df04bb1df8dbb986a8df1e5c8007b8b5e2aa393a533e751a9537f455d2de84c08029b1346aaaaa7119bb0842c77588e0b4ac5555dcbd9f  1     03c212353b8971a39f2c1b0d0cce54aae13fae5b648005c1010b9a9e201cf09dfc
1d7e94d965ba2638a479b6561a337563c568a065505fd8e544ad8ba148ee1db76a4544a88daa5ad6420bd4984e2dc6716e4f4ed286cd21f9d93943a46723d175  2     03c212353b8971a39f2c1b0d0cce54aae13fae5b648005c1010b9a9e201cf09dfc
